source,target
1602587,3242728
1984257,3242728
1223928,3242728
2609517,2766864
2609517,3097862
2766864,3097862
2609517,13842805
2766864,13842805
3097862,13842805
458058,2122617
93580,458058
93580,488520
458058,488520
93580,1631570
458058,1631570
488520,1631570
93580,2174182
458058,2174182
488520,2174182
1631570,2174182
525415,1906921
525415,4237727
1906921,4237727
865992,2144619
865992,2524463
2144619,2524463
865992,2708235
2144619,2708235
2524463,2708235
865992,2729639
2144619,2729639
2524463,2729639
2708235,2729639
865992,4344257
2144619,4344257
2524463,4344257
2708235,4344257
2729639,4344257
865992,4782634
2144619,4782634
2524463,4782634
2708235,4782634
2729639,4782634
4344257,4782634
865992,5893828
2144619,5893828
2524463,5893828
2708235,5893828
2729639,5893828
4344257,5893828
4782634,5893828
865992,6043250
2144619,6043250
2524463,6043250
2708235,6043250
2729639,6043250
4344257,6043250
4782634,6043250
5893828,6043250
865992,6937492
2144619,6937492
2524463,6937492
2708235,6937492
2729639,6937492
4344257,6937492
4782634,6937492
5893828,6937492
6043250,6937492
372249,2524463
520178,656494
520178,2627554
656494,2627554
330275,458058
330275,580379
458058,580379
330275,1367484
458058,1367484
580379,1367484
330275,1420053
458058,1420053
580379,1420053
1367484,1420053
330275,1864363
458058,1864363
580379,1864363
1367484,1864363
1420053,1864363
330275,2174182
458058,2174182
580379,2174182
1367484,2174182
1420053,2174182
1864363,2174182
330275,2903655
458058,2903655
580379,2903655
1367484,2903655
1420053,2903655
1864363,2903655
2174182,2903655
165894,1864363
3519018,4618753
458058,1864363
1367484,1567795
656102,10664494
93580,458058
1863329,3451238
458058,526114
458058,677602
526114,677602
458058,734131
526114,734131
677602,734131
1863329,10721043
759578,1543962
759578,1559508
1543962,1559508
448045,541983
448045,909164
330275,458058
330275,622166
458058,622166
330275,656494
458058,656494
622166,656494
330275,761653
458058,761653
622166,761653
656494,761653
330275,1267753
458058,1267753
622166,1267753
656494,1267753
761653,1267753
330275,2144619
458058,2144619
622166,2144619
656494,2144619
761653,2144619
1267753,2144619
330275,2174182
458058,2174182
622166,2174182
656494,2174182
761653,2174182
1267753,2174182
2144619,2174182
330275,2524463
458058,2524463
622166,2524463
656494,2524463
761653,2524463
1267753,2524463
2144619,2524463
2174182,2524463
330275,2729639
458058,2729639
622166,2729639
656494,2729639
761653,2729639
1267753,2729639
2144619,2729639
2174182,2729639
2524463,2729639
189297,656645
189297,1267753
656645,1267753
458058,516401
458058,723980
516401,723980
458058,6881790
516401,6881790
723980,6881790
1766846,3766945
1766846,4086847
3766945,4086847
520178,520188
520178,520198
520188,520198
520178,530346
520188,530346
520198,530346
520178,553608
520188,553608
520198,553608
530346,553608
520178,656494
520188,656494
520198,656494
530346,656494
553608,656494
520178,865311
520188,865311
520198,865311
530346,865311
553608,865311
656494,865311
520178,865313
520188,865313
520198,865313
530346,865313
553608,865313
656494,865313
865311,865313
520178,866072
520188,866072
520198,866072
530346,866072
553608,866072
656494,866072
865311,866072
865313,866072
520178,866212
520188,866212
520198,866212
530346,866212
553608,866212
656494,866212
865311,866212
865313,866212
866072,866212
520178,875087
520188,875087
520198,875087
530346,875087
553608,875087
656494,875087
865311,875087
865313,875087
866072,875087
866212,875087
520178,889186
520188,889186
520198,889186
530346,889186
553608,889186
656494,889186
865311,889186
865313,889186
866072,889186
866212,889186
875087,889186
616297,3721162
1006445,1124520
1545317,1566536
419430,1456863
390669,648561
390669,723980
648561,723980
390669,1566536
648561,1566536
723980,1566536
926544,1543962
926544,1559508
1543962,1559508
706295,1539133
616297,3721162
458058,1367484
458058,1567795
1367484,1567795
458058,2539194
1367484,2539194
1567795,2539194
734976,2234102
181899,1864363
113874,2627554
458058,1295305
458058,4046328
1295305,4046328
458058,1567795
458058,1864363
1567795,1864363
458058,5660085
1567795,5660085
1864363,5660085
3766945,4086847
458058,582959
458058,677602
582959,677602
458058,914985
582959,914985
677602,914985
458058,933893
582959,933893
677602,933893
914985,933893
458058,1267753
582959,1267753
677602,1267753
914985,1267753
933893,1267753
458058,1864363
582959,1864363
677602,1864363
914985,1864363
933893,1864363
1267753,1864363
458058,2784293
582959,2784293
677602,2784293
914985,2784293
933893,2784293
1267753,2784293
1864363,2784293
458058,3706549
582959,3706549
677602,3706549
914985,3706549
933893,3706549
1267753,3706549
1864363,3706549
2784293,3706549
458058,4013840
582959,4013840
677602,4013840
914985,4013840
933893,4013840
1267753,4013840
1864363,4013840
2784293,4013840
3706549,4013840
458058,4046328
582959,4046328
677602,4046328
914985,4046328
933893,4046328
1267753,4046328
1864363,4046328
2784293,4046328
3706549,4046328
4013840,4046328
458058,4287921
582959,4287921
677602,4287921
914985,4287921
933893,4287921
1267753,4287921
1864363,4287921
2784293,4287921
3706549,4287921
4013840,4287921
4046328,4287921
458058,6353664
582959,6353664
677602,6353664
914985,6353664
933893,6353664
1267753,6353664
1864363,6353664
2784293,6353664
3706549,6353664
4013840,6353664
4046328,6353664
4287921,6353664
458058,8731831
582959,8731831
677602,8731831
914985,8731831
933893,8731831
1267753,8731831
1864363,8731831
2784293,8731831
3706549,8731831
4013840,8731831
4046328,8731831
4287921,8731831
6353664,8731831
165894,1860938
458058,609277
1464946,1864363
423066,656494
446833,526114
330275,1973023
330275,5473917
1973023,5473917
91568,330275
91568,458058
330275,458058
91568,911816
330275,911816
458058,911816
91568,2784293
330275,2784293
458058,2784293
911816,2784293
330275,458058
330275,516401
458058,516401
330275,593099
458058,593099
516401,593099
330275,606667
458058,606667
516401,606667
593099,606667
330275,609791
458058,609791
516401,609791
593099,609791
606667,609791
330275,622166
458058,622166
516401,622166
593099,622166
606667,622166
609791,622166
330275,648561
458058,648561
516401,648561
593099,648561
606667,648561
609791,648561
622166,648561
330275,677602
458058,677602
516401,677602
593099,677602
606667,677602
609791,677602
622166,677602
648561,677602
330275,1006445
458058,1006445
516401,1006445
593099,1006445
606667,1006445
609791,1006445
622166,1006445
648561,1006445
677602,1006445
330275,1124520
458058,1124520
516401,1124520
593099,1124520
606667,1124520
609791,1124520
622166,1124520
648561,1124520
677602,1124520
1006445,1124520
330275,1144082
458058,1144082
516401,1144082
593099,1144082
606667,1144082
609791,1144082
622166,1144082
648561,1144082
677602,1144082
1006445,1144082
1124520,1144082
330275,1588858
458058,1588858
516401,1588858
593099,1588858
606667,1588858
609791,1588858
622166,1588858
648561,1588858
677602,1588858
1006445,1588858
1124520,1588858
1144082,1588858
330275,1666651
458058,1666651
516401,1666651
593099,1666651
606667,1666651
609791,1666651
622166,1666651
648561,1666651
677602,1666651
1006445,1666651
1124520,1666651
1144082,1666651
1588858,1666651
512431,926544
207405,6857360
181899,581617
390669,423066
390669,496733
423066,496733
390669,530346
423066,530346
496733,530346
390669,656494
423066,656494
496733,656494
530346,656494
390669,3634443
423066,3634443
496733,3634443
530346,3634443
656494,3634443
448045,458058
448045,656645
458058,656645
448045,821352
458058,821352
656645,821352
448045,1420053
458058,1420053
656645,1420053
821352,1420053
448045,1567795
458058,1567795
656645,1567795
821352,1567795
1420053,1567795
448045,2609517
458058,2609517
656645,2609517
821352,2609517
1420053,2609517
1567795,2609517
569670,1566536
458058,488520
458058,637935
488520,637935
458058,2717549
488520,2717549
637935,2717549
458058,2729639
488520,2729639
637935,2729639
2717549,2729639
458058,4718013
488520,4718013
637935,4718013
2717549,4718013
2729639,4718013
350906,440174
1863329,5567650
656494,788310
656494,1190472
788310,1190472
1582219,1884096
1582219,9004802
1884096,9004802
458058,1238771
458058,1588858
1238771,1588858
458058,1864363
1238771,1864363
1588858,1864363
458058,2708235
1238771,2708235
1588858,2708235
1864363,2708235
458058,3978556
1238771,3978556
1588858,3978556
1864363,3978556
2708235,3978556
390669,656494
390669,865311
656494,865311
390669,3634443
656494,3634443
865311,3634443
207251,825261
512431,1864363
512431,3097862
1864363,3097862
512431,4960511
1864363,4960511
3097862,4960511
520188,3634443
761653,4351207
569670,1124520
569670,3242728
1124520,3242728
1543962,1559508
616297,3721162
1367484,1567795
520178,520188
520178,520198
520188,520198
520178,530346
520188,530346
520198,530346
520178,656494
520188,656494
520198,656494
530346,656494
520178,865313
520188,865313
520198,865313
530346,865313
656494,865313
14793,133766
14793,182652
133766,182652
14793,496117
133766,496117
182652,496117
14793,656494
133766,656494
182652,656494
496117,656494
14793,734131
133766,734131
182652,734131
496117,734131
656494,734131
14793,759578
133766,759578
182652,759578
496117,759578
656494,759578
734131,759578
14793,846562
133766,846562
182652,846562
496117,846562
656494,846562
734131,846562
759578,846562
14793,1429440
133766,1429440
182652,1429440
496117,1429440
656494,1429440
734131,1429440
759578,1429440
846562,1429440
14793,1984257
133766,1984257
182652,1984257
496117,1984257
656494,1984257
734131,1984257
759578,1984257
846562,1984257
1429440,1984257
14793,2234102
133766,2234102
182652,2234102
496117,2234102
656494,2234102
734131,2234102
759578,2234102
846562,2234102
1429440,2234102
1984257,2234102
14793,2350352
133766,2350352
182652,2350352
496117,2350352
656494,2350352
734131,2350352
759578,2350352
846562,2350352
1429440,2350352
1984257,2350352
2234102,2350352
14793,2494012
133766,2494012
182652,2494012
496117,2494012
656494,2494012
734131,2494012
759578,2494012
846562,2494012
1429440,2494012
1984257,2494012
2234102,2494012
2350352,2494012
14793,2536145
133766,2536145
182652,2536145
496117,2536145
656494,2536145
734131,2536145
759578,2536145
846562,2536145
1429440,2536145
1984257,2536145
2234102,2536145
2350352,2536145
2494012,2536145
14793,2784293
133766,2784293
182652,2784293
496117,2784293
656494,2784293
734131,2784293
759578,2784293
846562,2784293
1429440,2784293
1984257,2784293
2234102,2784293
2350352,2784293
2494012,2784293
2536145,2784293
14793,3451238
133766,3451238
182652,3451238
496117,3451238
656494,3451238
734131,3451238
759578,3451238
846562,3451238
1429440,3451238
1984257,3451238
2234102,3451238
2350352,3451238
2494012,3451238
2536145,3451238
2784293,3451238
14793,8225353
133766,8225353
182652,8225353
496117,8225353
656494,8225353
734131,8225353
759578,8225353
846562,8225353
1429440,8225353
1984257,8225353
2234102,8225353
2350352,8225353
2494012,8225353
2536145,8225353
2784293,8225353
3451238,8225353
3055234,13842805
458058,677602
759578,1543962
759578,1559508
1543962,1559508
759578,1563016
1543962,1563016
1559508,1563016
759578,1563018
1543962,1563018
1559508,1563018
1563016,1563018
759578,2234102
1543962,2234102
1559508,2234102
1563016,2234102
1563018,2234102
759578,2422516
1543962,2422516
1559508,2422516
1563016,2422516
1563018,2422516
2234102,2422516
759578,4551765
1543962,4551765
1559508,4551765
1563016,4551765
1563018,4551765
2234102,4551765
2422516,4551765
93580,458058
93580,622166
458058,622166
458058,697111
458058,1006445
697111,1006445
458058,1588858
697111,1588858
1006445,1588858
458058,5401782
697111,5401782
1006445,5401782
1588858,5401782
759578,1543962
759578,1559508
1543962,1559508
759578,1563016
1543962,1563016
1559508,1563016
759578,1563018
1543962,1563018
1559508,1563018
1563016,1563018
759578,2468290
1543962,2468290
1559508,2468290
1563016,2468290
1563018,2468290
759578,3650148
1543962,3650148
1559508,3650148
1563016,3650148
1563018,3650148
2468290,3650148
759578,5276670
1543962,5276670
1559508,5276670
1563016,5276670
1563018,5276670
2468290,5276670
3650148,5276670
759578,7560719
1543962,7560719
1559508,7560719
1563016,7560719
1563018,7560719
2468290,7560719
3650148,7560719
5276670,7560719
530346,656494
530346,865311
656494,865311
530346,865313
656494,865313
865311,865313
530346,889186
656494,889186
865311,889186
865313,889186
458058,1864363
458058,4702560
1864363,4702560
375819,458058
1711672,2161143
931033,1864363
3732541,5473917
113874,458058
113874,1352419
458058,1352419
113874,1864363
458058,1864363
1352419,1864363
113874,2708235
458058,2708235
1352419,2708235
1864363,2708235
113874,4565158
458058,4565158
1352419,4565158
1864363,4565158
2708235,4565158
182652,1352419
182652,2801268
1352419,2801268
458058,4287921
911816,2784293
113874,1860938
458058,1356946
458058,2717549
1356946,2717549
458058,7452327
1356946,7452327
2717549,7452327
448045,458058
448045,459537
458058,459537
448045,541983
458058,541983
459537,541983
448045,656645
458058,656645
459537,656645
541983,656645
448045,1238771
458058,1238771
459537,1238771
541983,1238771
656645,1238771
448045,1785452
458058,1785452
459537,1785452
541983,1785452
656645,1785452
1238771,1785452
448045,1864363
458058,1864363
459537,1864363
541983,1864363
656645,1864363
1238771,1864363
1785452,1864363
448045,2174182
458058,2174182
459537,2174182
541983,2174182
656645,2174182
1238771,2174182
1785452,2174182
1864363,2174182
458058,1474816
759578,2234102
93580,1006445
706295,1973023
622166,3294418
622166,6043250
3294418,6043250
914985,2174182
6559533,6559707
448045,637935
448045,2536145
637935,2536145
677602,759578
393753,423161
393753,656494
423161,656494
448045,637935
448045,697111
637935,697111
448045,3097862
637935,3097862
697111,3097862
520178,520188
520178,520198
520188,520198
520178,530346
520188,530346
520198,530346
520178,656494
520188,656494
520198,656494
530346,656494
520178,677602
520188,677602
520198,677602
530346,677602
656494,677602
520178,865311
520188,865311
520198,865311
530346,865311
656494,865311
677602,865311
520178,865313
520188,865313
520198,865313
530346,865313
656494,865313
677602,865313
865311,865313
520178,866072
520188,866072
520198,866072
530346,866072
656494,866072
677602,866072
865311,866072
865313,866072
520178,866212
520188,866212
520198,866212
530346,866212
656494,866212
677602,866212
865311,866212
865313,866212
866072,866212
520178,875087
520188,875087
520198,875087
530346,875087
656494,875087
677602,875087
865311,875087
865313,875087
866072,875087
866212,875087
520178,889186
520188,889186
520198,889186
530346,889186
656494,889186
677602,889186
865311,889186
865313,889186
866072,889186
866212,889186
875087,889186
520178,4371423
520188,4371423
520198,4371423
530346,4371423
656494,4371423
677602,4371423
865311,4371423
865313,4371423
866072,4371423
866212,4371423
875087,4371423
889186,4371423
93580,458058
93580,1864363
458058,1864363
740183,914985
740183,3097862
914985,3097862
740183,4091018
914985,4091018
3097862,4091018
458058,2880469
458058,1588858
448045,697111
616297,4221491
1863329,2579314
1863329,5724990
2579314,5724990
458058,648561
458058,1380647
648561,1380647
458058,1567795
648561,1567795
1380647,1567795
458058,1864363
648561,1864363
1380647,1864363
1567795,1864363
2699935,3614664
341695,804717
341695,2659536
804717,2659536
458058,2855393
2234102,6840645
256408,2699935
458058,1864363
330275,2766864
72358,496733
458058,569670
458058,1567795
569670,1567795
926544,1756463
926544,4565995
1756463,4565995
926544,5724990
1756463,5724990
4565995,5724990
987088,2717549
448045,697111
448045,2253830
697111,2253830
448045,2272514
697111,2272514
2253830,2272514
1223928,1860938
1543962,1559508
1543962,1563018
1559508,1563018
1543962,1863329
1559508,1863329
1563018,1863329
458058,677602
458058,723980
458058,1352419
458058,1367484
1352419,1367484
458058,3055234
1352419,3055234
1367484,3055234
845547,846562
423066,656494
423066,865311
656494,865311
1864363,4344257
616297,3721162
5338128,5569958
448045,458058
448045,656645
458058,656645
448045,697111
458058,697111
656645,697111
448045,1567795
458058,1567795
656645,1567795
697111,1567795
319491,448045
319491,9323795
448045,9323795
458058,764745
458058,914985
764745,914985
458058,1238771
764745,1238771
914985,1238771
458058,1295305
764745,1295305
914985,1295305
1238771,1295305
458058,1864363
764745,1864363
914985,1864363
1238771,1864363
1295305,1864363
458058,1942295
764745,1942295
914985,1942295
1238771,1942295
1295305,1942295
1864363,1942295
458058,2524463
764745,2524463
914985,2524463
1238771,2524463
1295305,2524463
1864363,2524463
1942295,2524463
448045,458058
330275,1884096
458058,622166
458058,4344257
622166,4344257
458058,622166
458058,648561
622166,648561
458058,723980
622166,723980
648561,723980
458058,1144082
622166,1144082
648561,1144082
723980,1144082
458058,1267753
622166,1267753
648561,1267753
723980,1267753
1144082,1267753
458058,1457940
622166,1457940
648561,1457940
723980,1457940
1144082,1457940
1267753,1457940
458058,1485595
622166,1485595
648561,1485595
723980,1485595
1144082,1485595
1267753,1485595
1457940,1485595
458058,1533483
622166,1533483
648561,1533483
723980,1533483
1144082,1533483
1267753,1533483
1457940,1533483
1485595,1533483
458058,1884096
622166,1884096
648561,1884096
723980,1884096
1144082,1884096
1267753,1884096
1457940,1884096
1485595,1884096
1533483,1884096
458058,2174182
622166,2174182
648561,2174182
723980,2174182
1144082,2174182
1267753,2174182
1457940,2174182
1485595,2174182
1533483,2174182
1884096,2174182
914985,2708235
448045,761653
448045,1420053
761653,1420053
448045,2609517
761653,2609517
1420053,2609517
448045,3614664
761653,3614664
1420053,3614664
2609517,3614664
448045,4344257
761653,4344257
1420053,4344257
2609517,4344257
3614664,4344257
865311,3215348
761653,2494012
761653,2536145
2494012,2536145
761653,3564353
2494012,3564353
2536145,3564353
761653,4163333
2494012,4163333
2536145,4163333
3564353,4163333
330275,458058
330275,1362753
458058,1362753
330275,2579314
458058,2579314
1362753,2579314
458058,906674
458058,1260406
906674,1260406
1543962,1559508
2630121,3077368
330275,1420053
330275,2729639
1420053,2729639
2579314,3723703
330275,458058
330275,914985
458058,914985
330275,1864363
458058,1864363
914985,1864363
759578,1543962
759578,1559508
1543962,1559508
759578,1863329
1543962,1863329
1559508,1863329
759578,5276670
1543962,5276670
1559508,5276670
1863329,5276670
1651014,1863329
182652,458058
182652,1352419
458058,1352419
458058,1864363
458058,2717549
1864363,2717549
1485595,5893828
1017748,1612064
1017748,1863329
1612064,1863329
182652,299514
182652,330275
299514,330275
182652,364315
299514,364315
330275,364315
182652,448045
299514,448045
330275,448045
364315,448045
182652,458058
299514,458058
330275,458058
364315,458058
448045,458058
182652,488520
299514,488520
330275,488520
364315,488520
448045,488520
458058,488520
182652,637935
299514,637935
330275,637935
364315,637935
448045,637935
458058,637935
488520,637935
182652,677602
299514,677602
330275,677602
364315,677602
448045,677602
458058,677602
488520,677602
637935,677602
182652,764745
299514,764745
330275,764745
364315,764745
448045,764745
458058,764745
488520,764745
637935,764745
677602,764745
182652,865992
299514,865992
330275,865992
364315,865992
448045,865992
458058,865992
488520,865992
637935,865992
677602,865992
764745,865992
182652,914985
299514,914985
330275,914985
364315,914985
448045,914985
458058,914985
488520,914985
637935,914985
677602,914985
764745,914985
865992,914985
182652,1238771
299514,1238771
330275,1238771
364315,1238771
448045,1238771
458058,1238771
488520,1238771
637935,1238771
677602,1238771
764745,1238771
865992,1238771
914985,1238771
182652,1352419
299514,1352419
330275,1352419
364315,1352419
448045,1352419
458058,1352419
488520,1352419
637935,1352419
677602,1352419
764745,1352419
865992,1352419
914985,1352419
1238771,1352419
182652,1485595
299514,1485595
330275,1485595
364315,1485595
448045,1485595
458058,1485595
488520,1485595
637935,1485595
677602,1485595
764745,1485595
865992,1485595
914985,1485595
1238771,1485595
1352419,1485595
182652,1666651
299514,1666651
330275,1666651
364315,1666651
448045,1666651
458058,1666651
488520,1666651
637935,1666651
677602,1666651
764745,1666651
865992,1666651
914985,1666651
1238771,1666651
1352419,1666651
1485595,1666651
182652,1712563
299514,1712563
330275,1712563
364315,1712563
448045,1712563
458058,1712563
488520,1712563
637935,1712563
677602,1712563
764745,1712563
865992,1712563
914985,1712563
1238771,1712563
1352419,1712563
1485595,1712563
1666651,1712563
182652,1864363
299514,1864363
330275,1864363
364315,1864363
448045,1864363
458058,1864363
488520,1864363
637935,1864363
677602,1864363
764745,1864363
865992,1864363
914985,1864363
1238771,1864363
1352419,1864363
1485595,1864363
1666651,1864363
1712563,1864363
182652,2144619
299514,2144619
330275,2144619
364315,2144619
448045,2144619
458058,2144619
488520,2144619
637935,2144619
677602,2144619
764745,2144619
865992,2144619
914985,2144619
1238771,2144619
1352419,2144619
1485595,2144619
1666651,2144619
1712563,2144619
1864363,2144619
182652,2579314
299514,2579314
330275,2579314
364315,2579314
448045,2579314
458058,2579314
488520,2579314
637935,2579314
677602,2579314
764745,2579314
865992,2579314
914985,2579314
1238771,2579314
1352419,2579314
1485595,2579314
1666651,2579314
1712563,2579314
1864363,2579314
2144619,2579314
182652,2630121
299514,2630121
330275,2630121
364315,2630121
448045,2630121
458058,2630121
488520,2630121
637935,2630121
677602,2630121
764745,2630121
865992,2630121
914985,2630121
1238771,2630121
1352419,2630121
1485595,2630121
1666651,2630121
1712563,2630121
1864363,2630121
2144619,2630121
2579314,2630121
182652,2708235
299514,2708235
330275,2708235
364315,2708235
448045,2708235
458058,2708235
488520,2708235
637935,2708235
677602,2708235
764745,2708235
865992,2708235
914985,2708235
1238771,2708235
1352419,2708235
1485595,2708235
1666651,2708235
1712563,2708235
1864363,2708235
2144619,2708235
2579314,2708235
2630121,2708235
182652,2717549
299514,2717549
330275,2717549
364315,2717549
448045,2717549
458058,2717549
488520,2717549
637935,2717549
677602,2717549
764745,2717549
865992,2717549
914985,2717549
1238771,2717549
1352419,2717549
1485595,2717549
1666651,2717549
1712563,2717549
1864363,2717549
2144619,2717549
2579314,2717549
2630121,2717549
2708235,2717549
182652,4344257
299514,4344257
330275,4344257
364315,4344257
448045,4344257
458058,4344257
488520,4344257
637935,4344257
677602,4344257
764745,4344257
865992,4344257
914985,4344257
1238771,4344257
1352419,4344257
1485595,4344257
1666651,4344257
1712563,4344257
1864363,4344257
2144619,4344257
2579314,4344257
2630121,4344257
2708235,4344257
2717549,4344257
1543962,1559508
1863329,2161143
458058,1864363
458058,5567650
1864363,5567650
5473917,11323319
458058,914985
740183,4618753
330275,1588858
448045,496733
448045,553608
496733,553608
448045,656494
496733,656494
553608,656494
458058,1184572
458058,1588858
1184572,1588858
458058,1864363
1184572,1864363
1588858,1864363
458058,2609517
1184572,2609517
1588858,2609517
1864363,2609517
458058,4013840
1184572,4013840
1588858,4013840
1864363,4013840
2609517,4013840
1238771,1367484
458058,1124520
458058,1588858
1124520,1588858
458058,4013840
1124520,4013840
1588858,4013840
2719086,3069882
2719086,7763939
3069882,7763939
1942295,2524463
1942295,2784293
2524463,2784293
448045,941114
448045,9198834
941114,9198834
656102,10664494
656494,2234102
656494,3451238
2234102,3451238
112500,458058
764745,1234371
906674,3097862
656494,779737
1864363,5352140
207405,3055234
541983,4565995
296829,697111
296829,761653
697111,761653
296829,1864363
697111,1864363
761653,1864363
296829,2880469
697111,2880469
761653,2880469
1864363,2880469
296829,3451238
697111,3451238
761653,3451238
1864363,3451238
2880469,3451238
112500,458058
112500,1082777
458058,1082777
112500,1437020
458058,1437020
1082777,1437020
112500,1567795
458058,1567795
1082777,1567795
1437020,1567795
112500,1582219
458058,1582219
1082777,1582219
1437020,1582219
1567795,1582219
112500,1864363
458058,1864363
1082777,1864363
1437020,1864363
1567795,1864363
1582219,1864363
112500,1884096
458058,1884096
1082777,1884096
1437020,1884096
1567795,1884096
1582219,1884096
1864363,1884096
112500,4344257
458058,4344257
1082777,4344257
1437020,4344257
1567795,4344257
1582219,4344257
1864363,4344257
1884096,4344257
112500,9004802
458058,9004802
1082777,9004802
1437020,9004802
1567795,9004802
1582219,9004802
1864363,9004802
1884096,9004802
4344257,9004802
227707,458058
227707,622166
458058,622166
227707,946996
458058,946996
622166,946996
227707,1267753
458058,1267753
622166,1267753
946996,1267753
227707,1420053
458058,1420053
622166,1420053
946996,1420053
1267753,1420053
227707,2188596
458058,2188596
622166,2188596
946996,2188596
1267753,2188596
1420053,2188596
227707,2729639
458058,2729639
622166,2729639
946996,2729639
1267753,2729639
1420053,2729639
2188596,2729639
227707,2967837
458058,2967837
622166,2967837
946996,2967837
1267753,2967837
1420053,2967837
2188596,2967837
2729639,2967837
227707,6269013
458058,6269013
622166,6269013
946996,6269013
1267753,6269013
1420053,6269013
2188596,6269013
2729639,6269013
2967837,6269013
458058,677602
458058,764745
677602,764745
458058,2729639
677602,2729639
764745,2729639
182652,256408
182652,448045
256408,448045
182652,458058
256408,458058
448045,458058
182652,488520
256408,488520
448045,488520
458058,488520
182652,516401
256408,516401
448045,516401
458058,516401
488520,516401
182652,525415
256408,525415
448045,525415
458058,525415
488520,525415
516401,525415
182652,706295
256408,706295
448045,706295
458058,706295
488520,706295
516401,706295
525415,706295
182652,906674
256408,906674
448045,906674
458058,906674
488520,906674
516401,906674
525415,906674
706295,906674
182652,914985
256408,914985
448045,914985
458058,914985
488520,914985
516401,914985
525415,914985
706295,914985
906674,914985
182652,1352419
256408,1352419
448045,1352419
458058,1352419
488520,1352419
516401,1352419
525415,1352419
706295,1352419
906674,1352419
914985,1352419
182652,1420053
256408,1420053
448045,1420053
458058,1420053
488520,1420053
516401,1420053
525415,1420053
706295,1420053
906674,1420053
914985,1420053
1352419,1420053
182652,1864363
256408,1864363
448045,1864363
458058,1864363
488520,1864363
516401,1864363
525415,1864363
706295,1864363
906674,1864363
914985,1864363
1352419,1864363
1420053,1864363
182652,2609517
256408,2609517
448045,2609517
458058,2609517
488520,2609517
516401,2609517
525415,2609517
706295,2609517
906674,2609517
914985,2609517
1352419,2609517
1420053,2609517
1864363,2609517
182652,2801268
256408,2801268
448045,2801268
458058,2801268
488520,2801268
516401,2801268
525415,2801268
706295,2801268
906674,2801268
914985,2801268
1352419,2801268
1420053,2801268
1864363,2801268
2609517,2801268
182652,3090303
256408,3090303
448045,3090303
458058,3090303
488520,3090303
516401,3090303
525415,3090303
706295,3090303
906674,3090303
914985,3090303
1352419,3090303
1420053,3090303
1864363,3090303
2609517,3090303
2801268,3090303
182652,4565995
256408,4565995
448045,4565995
458058,4565995
488520,4565995
516401,4565995
525415,4565995
706295,4565995
906674,4565995
914985,4565995
1352419,4565995
1420053,4565995
1864363,4565995
2609517,4565995
2801268,4565995
3090303,4565995
419430,423066
419430,520178
423066,520178
419430,530346
423066,530346
520178,530346
419430,656494
423066,656494
520178,656494
530346,656494
448045,697111
93580,330275
93580,458058
330275,458058
93580,914985
330275,914985
458058,914985
1567795,3097862
458058,1864363
227707,761653
227707,1864363
761653,1864363
227707,2609517
761653,2609517
1864363,2609517
677602,1006445
2144619,2524463
458058,764745
458058,1124520
764745,1124520
458058,1238771
764745,1238771
1124520,1238771
458058,1267753
764745,1267753
1124520,1267753
1238771,1267753
458058,1864363
764745,1864363
1124520,1864363
1238771,1864363
1267753,1864363
112500,3097862
279915,501252
279915,501254
501252,501254
279915,501271
501252,501271
501254,501271
279915,633412
501252,633412
501254,633412
501271,633412
279915,1415827
501252,1415827
501254,1415827
501271,1415827
633412,1415827
788310,1148253
458058,1267753
458058,924414
1112149,1415827
1112149,1973023
1415827,1973023
2717549,4344257
330275,458058
330275,1942295
458058,1942295
2468290,4960511
458058,1238771
458058,1267753
1238771,1267753
458058,1420053
1238771,1420053
1267753,1420053
458058,1567795
1238771,1567795
1267753,1567795
1420053,1567795
458058,1631570
1238771,1631570
1267753,1631570
1420053,1631570
1567795,1631570
458058,1666651
1238771,1666651
1267753,1666651
1420053,1666651
1567795,1666651
1631570,1666651
458058,1712563
1238771,1712563
1267753,1712563
1420053,1712563
1567795,1712563
1631570,1712563
1666651,1712563
458058,1864363
1238771,1864363
1267753,1864363
1420053,1864363
1567795,1864363
1631570,1864363
1666651,1864363
1712563,1864363
458058,6579970
1238771,6579970
1267753,6579970
1420053,6579970
1567795,6579970
1631570,6579970
1666651,6579970
1712563,6579970
1864363,6579970
458058,6937492
1238771,6937492
1267753,6937492
1420053,6937492
1567795,6937492
1631570,6937492
1666651,6937492
1712563,6937492
1864363,6937492
6579970,6937492
458058,8551546
1238771,8551546
1267753,8551546
1420053,8551546
1567795,8551546
1631570,8551546
1666651,8551546
1712563,8551546
1864363,8551546
6579970,8551546
6937492,8551546
1860938,3055234
1046466,8736819
299514,516401
299514,1420053
516401,1420053
299514,2699935
516401,2699935
1420053,2699935
496117,1864363
496117,1951136
1864363,1951136
496117,2253830
1864363,2253830
1951136,2253830
496117,3614664
1864363,3614664
1951136,3614664
2253830,3614664
656494,2246815
656494,4959422
2246815,4959422
330275,3965305
330275,458058
1367484,1420053
181899,384245
181899,512431
384245,512431
181899,3348788
384245,3348788
512431,3348788
458058,622166
458058,761653
622166,761653
458058,1238771
622166,1238771
761653,1238771
458058,1420053
622166,1420053
761653,1420053
1238771,1420053
458058,1567795
622166,1567795
761653,1567795
1238771,1567795
1420053,1567795
458058,1588858
